start_time,end_time,response_time,service_name,model_list,request_id,decision,label,image_id,file_name,probability
1731425377,1731425377,0.494937658,ensemble_service,DenseNet121_MobileNet_MobileNetV2_NASNetMobile,2c99f3cf-252c-4309-8ce0-8806e3c067ab,n01443537,n01443537,2847,n01443537_2847,0.960827395
1731425377,1731425378,0.534248114,ensemble_service,MobileNetV2_NASNetMobile_DenseNet121_MobileNet,afbbaf00-4ce3-4ff5-8cf3-c73ec8356b4c,n03598930,n01443537,10957,n01443537_10957,0.603346467
1731425378,1731425378,0.500338316,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,d1f6f934-2991-44ed-bbf2-1ae89ea283f2,n01443537,n01443537,18180,n01443537_18180,0.975064903
1731425378,1731425378,0.525183439,ensemble_service,MobileNet_NASNetMobile_MobileNetV2_DenseNet121,4caa8780-9bbf-48b4-ad92-bea288f65cc9,n01443537,n01443537,22152,n01443537_22152,0.961532936
1731425378,1731425379,0.492418766,ensemble_service,DenseNet121_MobileNet_MobileNetV2_NASNetMobile,878d0fee-5bf8-4724-ad85-deb3a39328c7,n01443537,n01443537,8319,n01443537_8319,0.607362911
1731425379,1731425379,0.495949745,ensemble_service,MobileNet_NASNetMobile_MobileNetV2_DenseNet121,f032f072-5635-41dd-8cdc-edafd2688622,n01443537,n01443537,10482,n01443537_10482,0.918585718
1731425379,1731425379,0.52180934,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,d3050375-3aff-48a4-8e96-7e32827d1af3,n01443537,n01443537,7913,n01443537_7913,0.971305534
1731425379,1731425380,0.516010046,ensemble_service,MobileNet_NASNetMobile_MobileNetV2_DenseNet121,f79e8039-cbf1-40ad-88a1-df3f8ce61134,n01443537,n01443537,8868,n01443537_8868,0.978470147
1731425380,1731425380,0.501392126,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,9f4f6a57-183f-4cf2-a9c5-5a48fefc0634,n01443537,n01443537,22807,n01443537_22807,0.722286314
1731425380,1731425380,0.468592405,ensemble_service,MobileNet_NASNetMobile_MobileNetV2_DenseNet121,4bb2a32e-e579-4f71-a31d-53263fad5bfa,n01443537,n01443537,567,n01443537_567,0.95718208
1731425380,1731425381,0.537384033,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,c0868d10-228a-4812-882b-dca8ce20ea7c,n01443537,n01443537,766,n01443537_766,0.96765019
1731425381,1731425381,0.511518478,ensemble_service,NASNetMobile_MobileNet_MobileNetV2_DenseNet121,ddac97e0-13ad-4e9d-a2d7-6aa1ae696751,n01443537,n01443537,20383,n01443537_20383,0.951144546
1731425381,1731425381,0.495058537,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,1fb64016-1b22-4d12-ad9b-c670eccf68a7,n01910747,n01443537,7803,n01443537_7803,0.777650952
1731425381,1731425382,0.481246471,ensemble_service,MobileNet_NASNetMobile_MobileNetV2_DenseNet121,47907f7f-2366-493a-9efe-b44706bf2a94,n01443537,n01443537,2355,n01443537_2355,0.814087212
1731425382,1731425382,0.57451272,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,801b086e-7c4e-43e0-ba54-1e629c3c52a0,n01443537,n01443537,16057,n01443537_16057,0.943474069
1731425382,1731425382,0.541589975,ensemble_service,MobileNet_MobileNetV2_NASNetMobile_DenseNet121,5b5f3db6-8568-4a32-a55f-3604a93e8870,n01443537,n01443537,9712,n01443537_9712,0.707098752
1731425382,1731425383,0.533962965,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,82c613ba-24ab-4441-8244-7b273ce4ba13,n01443537,n01443537,9748,n01443537_9748,0.737952761
1731425383,1731425383,0.485431194,ensemble_service,NASNetMobile_MobileNetV2_MobileNet_DenseNet121,85a6c84e-7ff1-44e5-b5aa-a65779310836,n01443537,n01443537,19048,n01443537_19048,0.957601681
1731425383,1731425383,0.529882669,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,b160aaac-6405-4fef-b015-715759ffac73,n01443537,n01443537,5014,n01443537_5014,0.959956959
1731425383,1731425384,0.508086205,ensemble_service,MobileNet_MobileNetV2_DenseNet121_NASNetMobile,fa14f700-c5ed-419a-b0ed-b75659de3c2b,n01443537,n01443537,4060,n01443537_4060,0.971098691
1731425384,1731425384,0.484580994,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,2295103f-c663-4df3-9b8f-cd726d151071,n01443537,n01443537,395,n01443537_395,0.963138863
1731425384,1731425384,0.497348309,ensemble_service,MobileNet_DenseNet121_NASNetMobile_MobileNetV2,524f3092-d91b-4be2-baca-b4cd459011a9,n01443537,n01443537,3722,n01443537_3722,0.963885635
1731425384,1731425385,0.493355989,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,114665cb-03e2-4313-926c-72047efd50c7,n01443537,n01443537,4612,n01443537_4612,0.85241954
1731425385,1731425385,0.475690126,ensemble_service,DenseNet121_MobileNet_MobileNetV2_NASNetMobile,c91a79d4-c48c-4fe4-9897-aa271cdb8b6a,n01443537,n01443537,10025,n01443537_10025,0.88037314
1731425385,1731425385,0.479230881,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,23485a0d-e5bc-4a40-9175-75620bc9d3a3,n01443537,n01443537,12040,n01443537_12040,0.941015944
1731425385,1731425386,0.553979635,ensemble_service,MobileNet_MobileNetV2_DenseNet121_NASNetMobile,39e6b73f-9119-4b4d-908c-a61eea977e0f,n01443537,n01443537,7751,n01443537_7751,0.965047464
1731425386,1731425386,0.526689529,ensemble_service,DenseNet121_MobileNet_MobileNetV2_NASNetMobile,4f1e17b3-99de-47bd-bf45-8fbf5d045925,n01443537,n01443537,17501,n01443537_17501,0.617190048
1731425386,1731425386,0.504539013,ensemble_service,MobileNet_DenseNet121_NASNetMobile_MobileNetV2,ddc7d845-da6e-4cc8-932b-564a7696195a,n01443537,n01443537,605,n01443537_605,0.970938817
1731425386,1731425387,0.493164539,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,8b90d421-108b-429a-8bfe-20c382b2ac26,n01443537,n01443537,9753,n01443537_9753,0.840680301
1731425387,1731425387,0.564494133,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,d39a9678-3952-4940-9c13-66fcf82d4e00,n01443537,n01443537,14706,n01443537_14706,0.966031834
1731425387,1731425387,0.547950983,ensemble_service,NASNetMobile_DenseNet121_MobileNet_MobileNetV2,0d2795ab-425e-4957-89c0-5ff0fc781b40,n01443537,n01443537,13191,n01443537_13191,0.783599257
1731425387,1731425388,0.536750793,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,06b25495-29df-471c-97bf-cb28d7de9d6b,n01443537,n01443537,12156,n01443537_12156,0.632299244
1731425388,1731425388,0.479241133,ensemble_service,DenseNet121_NASNetMobile_MobileNet_MobileNetV2,0d2937d6-ce7e-43c7-802c-8ec539810836,n01443537,n01443537,1970,n01443537_1970,0.95166038
1731425388,1731425389,0.547101498,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,553fecd3-226b-4337-b4a3-a2da3b762634,n01443537,n01443537,5215,n01443537_5215,0.968332857
1731425388,1731425389,0.530486345,ensemble_service,NASNetMobile_MobileNetV2_DenseNet121_MobileNet,baba6736-a811-4f9a-a71b-69d2e8651572,n01443537,n01443537,19334,n01443537_19334,0.933270574
1731425389,1731425389,0.487297058,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,b2776ae3-1eec-40f1-8d06-4ae1e3e4f116,n01443537,n01443537,11709,n01443537_11709,0.962172672
1731425389,1731425389,0.532444239,ensemble_service,DenseNet121_MobileNetV2_NASNetMobile_MobileNet,3949dcb0-314b-4726-b9eb-b56a0aa33b51,n01443537,n01443537,1860,n01443537_1860,0.947733641
1731425389,1731425390,0.534846783,ensemble_service,MobileNet_MobileNetV2_DenseNet121_NASNetMobile,aaf2f2ee-cd28-4e84-89ab-60a0b9cbf69f,n01443537,n01443537,20939,n01443537_20939,0.685638587
1731425390,1731425390,0.543054104,ensemble_service,DenseNet121_MobileNetV2_NASNetMobile_MobileNet,a98f93ad-40e0-4049-b21c-74f7bebb9837,n01443537,n01443537,317,n01443537_317,0.964260384
1731425390,1731425390,0.513591766,ensemble_service,MobileNet_DenseNet121_NASNetMobile_MobileNetV2,09d59126-5bca-4f40-bd3a-7c3d58f49300,n01443537,n01443537,12900,n01443537_12900,0.901700616
1731425390,1731425391,0.56882143,ensemble_service,DenseNet121_MobileNetV2_NASNetMobile_MobileNet,72962310-a27a-4550-b9b3-5025bb1f7172,n01443537,n01443537,23590,n01443537_23590,0.963257357
1731425391,1731425391,0.527352095,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,d8bfe451-2ed3-49cd-9f92-e171e164ea0f,n01443537,n01443537,994,ILSVRC2012_val_00000994_n01443537,0.952786639
1731425391,1731425391,0.540144682,ensemble_service,DenseNet121_MobileNetV2_NASNetMobile_MobileNet,62eb115e-3088-4168-a2de-578c15d0c17c,n01443537,n01443537,16963,n01443537_16963,0.969944403
1731425391,1731425392,0.539737225,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,63a5dce7-a04b-47c9-9a78-cf8cefd8c3f9,n01443537,n01443537,12394,n01443537_12394,0.957401484
1731425392,1731425392,0.612905979,ensemble_service,DenseNet121_MobileNetV2_NASNetMobile_MobileNet,916f5fc0-498b-460f-96d1-e0fe994d49ee,n01443537,n01443537,11953,n01443537_11953,0.93302092
1731425392,1731425393,0.584515095,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,c6e6aa9b-70cc-45b1-aab2-aeac9093aafa,n01443537,n01443537,836,n01443537_836,0.834364839
1731425392,1731425393,0.570487976,ensemble_service,NASNetMobile_DenseNet121_MobileNetV2_MobileNet,6541ff07-e577-4110-8953-2f65d9578bc8,n01443537,n01443537,11310,n01443537_11310,0.971161157
1731425393,1731425393,0.622809887,ensemble_service,NASNetMobile_MobileNetV2_MobileNet_DenseNet121,2c1aad4b-b2b5-4310-aa88-2d71d20c8109,n01443537,n01443537,23597,n01443537_23597,0.973019287
1731425393,1731425394,0.580481052,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,1f97d7e3-e6d1-46e2-a8c8-31e63edcc9dc,n01443537,n01443537,44095,ILSVRC2012_val_00044095_n01443537,0.755482465
1731425393,1731425394,0.567068338,ensemble_service,NASNetMobile_MobileNetV2_MobileNet_DenseNet121,250752d8-be25-453a-b559-b18b77023fac,n01443537,n01443537,23113,n01443537_23113,0.956545949
1731425394,1731425394,0.527291775,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,30c7ec41-d2f3-4dda-80f2-a5440ad3e0b9,n01443537,n01443537,1594,n01443537_1594,0.962922275
1731425394,1731425395,0.566122293,ensemble_service,NASNetMobile_MobileNetV2_MobileNet_DenseNet121,87405e36-aa9e-4157-adc7-618cf36142a2,n01443537,n01443537,7649,n01443537_7649,0.953384846
1731425394,1731425395,0.544361115,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,83ae9562-bd94-423b-beee-0e5e91657192,n01443537,n01443537,18160,n01443537_18160,0.64490511
1731425395,1731425395,0.653692007,ensemble_service,NASNetMobile_MobileNetV2_MobileNet_DenseNet121,8b37a763-fe49-4845-9316-5add7b792b1b,n01443537,n01443537,5086,n01443537_5086,0.953158855
1731425395,1731425396,0.468430281,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,03a83d19-5338-4518-b022-ec0662bae03b,n01443537,n01443537,2772,n01443537_2772,0.884529725
1731425395,1731425396,0.652795553,ensemble_service,MobileNet_MobileNetV2_DenseNet121_NASNetMobile,c6c3c13e-09ab-41ba-918e-050344874893,n01443537,n01443537,2772,n01443537_2772,0.884529725
1731425396,1731425396,0.679504633,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,2aeb6926-dd26-4bee-91f7-4951e88bd2a9,n01443537,n01443537,13924,n01443537_13924,0.975811094
1731425396,1731425397,0.630022526,ensemble_service,MobileNet_MobileNetV2_NASNetMobile_DenseNet121,2728c3d6-f3f7-4ebd-9fe3-250fdeaa3d64,n01443537,n01443537,9534,n01443537_9534,0.928724676
1731425396,1731425397,0.651357412,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,f19445a7-0072-4d06-867a-a62dcbc702ee,n01443537,n01443537,13278,n01443537_13278,0.964495972
1731425397,1731425397,0.684135437,ensemble_service,DenseNet121_NASNetMobile_MobileNet_MobileNetV2,72e54cf6-e507-4804-b7d9-60d48eeac70d,n01443537,n01443537,13141,n01443537_13141,0.764102086
1731425397,1731425398,0.619933844,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,bfa4cdb9-d104-4efb-ae3b-5b31a4a4d61c,n09229709,n01443537,21396,n01443537_21396,0.823570639
1731425397,1731425398,0.59199214,ensemble_service,DenseNet121_NASNetMobile_MobileNet_MobileNetV2,c877f180-18e9-4ff0-8787-91acc37d5a72,n01443537,n01443537,1942,n01443537_1942,0.959557444
1731425398,1731425398,0.808917522,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,afaf5762-1485-47bc-93da-57dfdfe2dc78,n01443537,n01443537,20263,n01443537_20263,0.574213276
1731425398,1731425399,0.65120244,ensemble_service,DenseNet121_NASNetMobile_MobileNet_MobileNetV2,17c71d26-b6ac-4a49-9b23-242c8e5acc60,n01910747,n01443537,4516,n01443537_4516,0.39719677
1731425398,1731425399,0.609453678,ensemble_service,MobileNet_MobileNetV2_NASNetMobile_DenseNet121,654c1f32-66b3-4f10-adf9-bac8fb3e30d5,n01443537,n01443537,13475,n01443537_13475,0.969619354
1731425399,1731425399,0.635762215,ensemble_service,DenseNet121_MobileNet_NASNetMobile_MobileNetV2,697188a3-bc99-4812-a30d-190a151d54dc,n01443537,n01443537,16,n01443537_16,0.975627556
1731425399,1731425400,0.8233428,ensemble_service,MobileNet_MobileNetV2_DenseNet121_NASNetMobile,ffbc28f7-ef86-4959-844e-05a85411b898,n01443537,n01443537,4655,ILSVRC2012_val_00004655_n01443537,0.844569348
1731425399,1731425400,0.68212676,ensemble_service,DenseNet121_MobileNet_NASNetMobile_MobileNetV2,5f1f272d-3181-4cff-882f-6d23dd7185ee,n01443537,n01443537,2297,n01443537_2297,0.963705227
1731425400,1731425400,0.63774395,ensemble_service,DenseNet121_MobileNetV2_NASNetMobile_MobileNet,d367fcea-2291-4549-9946-e88b63a75f43,n01443537,n01443537,14753,n01443537_14753,0.954170048
1731425400,1731425401,0.588268995,ensemble_service,MobileNet_MobileNetV2_NASNetMobile_DenseNet121,ad056825-bf07-4d9f-b580-78b6ec6c8792,n01443537,n01443537,2207,n01443537_2207,0.903419822
1731425400,1731425401,0.818239212,ensemble_service,MobileNetV2_DenseNet121_NASNetMobile_MobileNet,b803f90a-4019-41fc-8abc-ce531266f204,n01443537,n01443537,49585,ILSVRC2012_val_00049585_n01443537,0.916513726
1731425401,1731425401,0.688116074,ensemble_service,MobileNetV2_DenseNet121_NASNetMobile_MobileNet,c3bc4c66-6fc7-447c-87cc-f2cc72a98157,n01443537,n01443537,16261,n01443537_16261,0.977863714
1731425401,1731425402,0.640147209,ensemble_service,DenseNet121_MobileNet_MobileNetV2_NASNetMobile,8817bcff-cda4-4674-97f6-eda886831771,n01443537,n01443537,20586,n01443537_20586,0.991457567
1731425401,1731425402,0.810487747,ensemble_service,MobileNet_NASNetMobile_MobileNetV2_DenseNet121,95a2c56d-87d2-45c5-9d74-560854888c79,n01443537,n01443537,15812,n01443537_15812,0.582065016
1731425402,1731425402,0.787423134,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,bc8d5e83-9126-478b-9502-0538d225051a,n01631663,n01443537,5935,n01443537_5935,0.869877547
1731425402,1731425403,0.661903858,ensemble_service,MobileNetV2_NASNetMobile_MobileNet_DenseNet121,2fcdddea-cb54-4ed7-8456-1567ce7744e5,n01443537,n01443537,7938,n01443537_7938,0.975919604
1731425402,1731425403,0.62586236,ensemble_service,MobileNetV2_NASNetMobile_MobileNet_DenseNet121,9d5a2297-510c-4c12-be98-cd080987c207,n01443537,n01443537,1666,n01443537_1666,0.808109164
1731425403,1731425403,0.652918816,ensemble_service,NASNetMobile_DenseNet121_MobileNetV2_MobileNet,a90f4f93-5078-440e-b81a-057f550344f5,n01443537,n01443537,13250,n01443537_13250,0.983401626
1731425403,1731425404,0.643263817,ensemble_service,MobileNet_DenseNet121_NASNetMobile_MobileNetV2,21718d5c-9fad-4be8-88b0-91fc52489e1d,n01443537,n01443537,1772,n01443537_1772,0.923109815
1731425403,1731425404,0.591495037,ensemble_service,NASNetMobile_MobileNet_DenseNet121_MobileNetV2,35345192-ada9-4cb7-ad9b-adb8edaf5e3f,n01443537,n01443537,21755,n01443537_21755,0.968537405
1731425404,1731425404,0.558264971,ensemble_service,MobileNetV2_DenseNet121_NASNetMobile_MobileNet,07f55e0c-8881-4070-b642-e4125d2f9877,n01443537,n01443537,4678,n01443537_4678,0.974259779
1731425404,1731425405,0.614088774,ensemble_service,NASNetMobile_MobileNetV2_MobileNet_DenseNet121,98d6c920-f2ce-480a-9a6c-741afcf56119,n01443537,n01443537,2684,n01443537_2684,0.961504266
1731425404,1731425405,0.60755372,ensemble_service,NASNetMobile_MobileNet_DenseNet121_MobileNetV2,450f1982-5aec-4669-9e0d-f9c389751bb2,n01443537,n01443537,10562,n01443537_10562,0.779660195
1731425405,1731425405,0.568068504,ensemble_service,MobileNet_DenseNet121_NASNetMobile_MobileNetV2,9c7e851c-8e6d-4290-b356-12ee4307b223,n01443537,n01443537,7768,n01443537_7768,0.96177119
1731425405,1731425406,0.547322512,ensemble_service,NASNetMobile_MobileNetV2_DenseNet121_MobileNet,793f9c57-7d13-4d43-b59f-1f5a34c62356,n01443537,n01443537,10127,n01443537_10127,0.830097437
1731425405,1731425406,0.603933096,ensemble_service,DenseNet121_MobileNetV2_MobileNet_NASNetMobile,9dcc6655-3c38-4923-9350-ee3789a3ba7f,n01443537,n01443537,6824,n01443537_6824,0.798790254
1731425406,1731425406,0.578771591,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,43f265f7-d86a-470e-b22f-d6dc07e1cfc1,n01443537,n01443537,483,n01443537_483,0.899618775
1731425406,1731425407,0.559890985,ensemble_service,DenseNet121_MobileNetV2_MobileNet_NASNetMobile,9b3235f4-9b9f-4ed6-97a2-6bd569713578,n01443537,n01443537,1743,n01443537_1743,0.962114885
1731425406,1731425407,0.5256989,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,00347741-ec8a-44b9-8fe0-c25a980b42a0,n01443537,n01443537,19008,n01443537_19008,0.849255487
1731425407,1731425407,0.585309982,ensemble_service,DenseNet121_MobileNetV2_MobileNet_NASNetMobile,6953bc22-e8ad-4993-ac8b-5661d92b4d9d,n01443537,n01443537,14198,n01443537_14198,0.965326756
1731425407,1731425408,0.548039198,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,bbd7b1a4-3ea1-44de-813c-ed82ffdff822,n01443537,n01443537,7670,n01443537_7670,0.943499401
1731425407,1731425408,0.539366961,ensemble_service,DenseNet121_MobileNetV2_MobileNet_NASNetMobile,ae0d1d5e-8260-4477-87bf-09aa5066830e,n01443537,n01443537,14850,n01443537_14850,0.979631618
1731425408,1731425408,0.535231829,ensemble_service,NASNetMobile_DenseNet121_MobileNet_MobileNetV2,72be6883-67d1-415b-a155-87c9da0faaf7,n01443537,n01443537,12760,n01443537_12760,0.956193194
1731425408,1731425409,0.53546524,ensemble_service,DenseNet121_MobileNetV2_MobileNet_NASNetMobile,03c4b65a-e1e6-4e11-8017-90bbb717a37d,n01443537,n01443537,1374,n01443537_1374,0.953154638
1731425408,1731425409,0.509310484,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,7bc37e4e-08b6-4fc9-9fb5-9f7ba1e44628,,n01443537,30060,ILSVRC2012_val_00030060_n01443537,0
1731425409,1731425409,0.48817277,ensemble_service,DenseNet121_MobileNetV2_MobileNet_NASNetMobile,f04f58c4-256e-47d6-bcc1-ff20d885797d,n01443537,n01443537,23656,n01443537_23656,0.968208298
1731425409,1731425410,0.56632781,ensemble_service,NASNetMobile_MobileNetV2_MobileNet_DenseNet121,2822ec1d-8a53-4a6f-9e9f-6a8715f332c2,n01443537,n01443537,12408,n01443537_12408,0.871123701
1731425409,1731425410,0.54155612,ensemble_service,MobileNet_MobileNetV2_NASNetMobile_DenseNet121,79cb8965-6c0b-4d12-9339-f548b2b3cb84,n03443371,n01443537,11916,n01443537_11916,0.389819503
1731425410,1731425410,0.531422615,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,acd13211-09b4-41f7-bb47-41cadd53b124,n01443537,n01443537,4862,n01443537_4862,0.975237221
1731425410,1731425410,0.504100561,ensemble_service,MobileNet_MobileNetV2_DenseNet121_NASNetMobile,c96fd92a-01d0-47e7-a552-48a28faf7be6,n01443537,n01443537,14803,n01443537_14803,0.954354793
1731425410,1731425411,0.55655694,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,514900b7-0726-478d-b0af-ba9d3a798392,n10565667,n01443537,262,ILSVRC2012_val_00000262_n01443537,0.485092536
1731425411,1731425411,0.537353277,ensemble_service,MobileNet_MobileNetV2_DenseNet121_NASNetMobile,8938acdf-9d44-43dc-a880-76ae2dd3a93a,n01443537,n01443537,12838,n01443537_12838,0.87367399
1731425411,1731425412,0.521970272,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,ce28a292-9b12-4f91-92f0-d0121bb364d8,n01443537,n01443537,9204,n01443537_9204,0.970139831
1731425411,1731425412,0.518796682,ensemble_service,MobileNetV2_MobileNet_NASNetMobile_DenseNet121,9f043fe0-b858-4d32-bee2-76fa4d6c1abc,n01443537,n01443537,23349,n01443537_23349,0.726074152
1731425412,1731425412,0.602499008,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,7ad68a39-7bd9-4797-a219-a151b8c0fc59,n01443537,n01443537,9265,n01443537_9265,0.945328554
1731425412,1731425413,0.551411629,ensemble_service,MobileNet_MobileNetV2_DenseNet121_NASNetMobile,1fd358ab-fd6b-4d5a-83ee-b7c98aa4aa5e,n01443537,n01443537,21903,n01443537_21903,0.980903447
1731425412,1731425413,0.550667048,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,de146aca-a231-4be4-b361-6734ed873434,n01443537,n01443537,24572,n01443537_24572,0.965338901
1731425413,1731425413,0.590460062,ensemble_service,MobileNetV2_MobileNet_NASNetMobile_DenseNet121,1984a9bd-44ef-49f0-b34b-e425e8cfe9cf,n01443537,n01443537,2249,n01443537_2249,0.973664612
1731425413,1731425414,0.576466084,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,c541f335-0a44-4da1-b120-f9c738ceca56,n01443537,n01443537,14827,n01443537_14827,0.973343596
1731425413,1731425414,0.563409328,ensemble_service,MobileNet_MobileNetV2_DenseNet121_NASNetMobile,b1f05fbd-644c-4e9b-9a06-4ad4eb19363f,n01443537,n01443537,4521,n01443537_4521,0.96297431
1731425414,1731425414,0.543677092,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,a51be8ff-657a-4d22-aaef-b53c6f8bd0b0,n01443537,n01443537,21810,n01443537_21810,0.960394591
1731425414,1731425415,0.57799983,ensemble_service,MobileNetV2_MobileNet_NASNetMobile_DenseNet121,76db3ea6-8caf-4351-84ac-a6d99b1eb0f1,n01443537,n01443537,7346,n01443537_7346,0.631410196
1731425414,1731425415,0.5370574,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,52b89927-5715-4c9f-97c3-01674ab12f41,n01443537,n01443537,15992,n01443537_15992,0.874121591
1731425415,1731425415,0.521561861,ensemble_service,MobileNet_MobileNetV2_DenseNet121_NASNetMobile,5ca50910-1865-451a-941c-a53f0d9819ed,n01443537,n01443537,14344,n01443537_14344,0.971439779
1731425415,1731425415,0.491113424,ensemble_service,DenseNet121_MobileNet_MobileNetV2_NASNetMobile,eed3f1f4-e5cc-486e-8990-23973af0b138,n01443537,n01443537,15891,n01443537_15891,0.946732983
1731425415,1731425416,0.559328079,ensemble_service,MobileNetV2_MobileNet_NASNetMobile_DenseNet121,482f86a3-5e5a-4ee4-b340-b3151756cbc4,n01443537,n01443537,1308,n01443537_1308,0.945473194
1731425416,1731425416,0.540475607,ensemble_service,DenseNet121_MobileNet_MobileNetV2_NASNetMobile,d8bc3977-fe16-4c59-96c8-1512e961c9e1,n09332890,n01443537,10994,n01443537_10994,0.379206777
1731425416,1731425417,0.494327545,ensemble_service,MobileNet_MobileNetV2_DenseNet121_NASNetMobile,5c280302-2867-4cf8-b13c-986ceccdcd71,n01443537,n01443537,6548,n01443537_6548,0.968625471
1731425416,1731425417,0.488063097,ensemble_service,DenseNet121_MobileNetV2_MobileNet_NASNetMobile,05336150-61da-4bab-be98-044ea3105d3c,,n01443537,3625,n01443537_3625,0
1731425417,1731425417,0.566133499,ensemble_service,MobileNetV2_MobileNet_NASNetMobile_DenseNet121,abf904f7-8062-4020-a674-0ca960f19303,n01443537,n01443537,17355,n01443537_17355,0.950041458
1731425417,1731425418,0.531183481,ensemble_service,NASNetMobile_MobileNet_DenseNet121_MobileNetV2,4544391c-eaeb-493f-87ae-dd36ec6f7e86,n01443537,n01443537,11686,n01443537_11686,0.865588456
1731425417,1731425418,0.516329765,ensemble_service,NASNetMobile_MobileNet_DenseNet121_MobileNetV2,586ba90f-e27b-47e9-a8c3-c64d1d10013d,n01443537,n01443537,3650,n01443537_3650,0.908344403
1731425418,1731425418,0.557980537,ensemble_service,MobileNetV2_DenseNet121_NASNetMobile_MobileNet,f0fe7adb-35b8-491b-94c4-55997537b478,n01443537,n01443537,12948,n01443537_12948,0.966744408
1731425418,1731425419,0.535364389,ensemble_service,NASNetMobile_MobileNetV2_DenseNet121_MobileNet,58237149-74d5-410c-a5c5-56920e328db7,n01443537,n01443537,22108,n01443537_22108,0.790033132
1731425418,1731425419,0.513499975,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,79c08967-aca4-41f5-af55-2f5d4f65ed34,n01443537,n01443537,45761,ILSVRC2012_val_00045761_n01443537,0.954024956
1731425419,1731425419,0.486265659,ensemble_service,MobileNet_MobileNetV2_NASNetMobile_DenseNet121,5aaaeffd-60ae-45ce-903c-2c9e7a25d709,n01443537,n01443537,10176,n01443537_10176,0.866817743
1731425419,1731425420,0.563066244,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,4678f99d-fa74-4fcc-97c2-e1f45ce22242,n01443537,n01443537,4859,n01443537_4859,0.971374512
1731425419,1731425420,0.579550505,ensemble_service,NASNetMobile_MobileNet_DenseNet121_MobileNetV2,f63c9508-bd9d-47b5-8b54-3798dc7c9ef3,n01443537,n01443537,19153,n01443537_19153,0.953865811
1731425420,1731425420,0.54970479,ensemble_service,MobileNet_DenseNet121_NASNetMobile_MobileNetV2,4e72555c-b99b-41e5-a83f-fb00137da1b1,n01443537,n01443537,15846,n01443537_15846,0.976217687
1731425420,1731425421,0.550405264,ensemble_service,MobileNet_MobileNetV2_NASNetMobile_DenseNet121,ff6228b8-cdc8-4973-979a-c96d26fbfa39,n01443537,n01443537,12433,n01443537_12433,0.956976891
1731425420,1731425421,0.593761683,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,91900626-bcf2-4632-94d9-9eaf99f580e5,n01443537,n01443537,16518,n01443537_16518,0.960157171
